SchoolCode,Phase,Type,School,AddressLine1,AddressLine2,AddressLine3,PostCode,X_REF,Y_REF,Telephone,Email,Website,Headteacher,Area,AgeRangeMinimum,AgeRangeMaximum,Nearest,Non Nearest,Priority 1A,Priority 1B,Priority 2,Priority 3,Priority 4,Priority 5,EHCP / Statement,LAC,Nearest Placed,Non Nearest Placed,Placed,SEN,Siblings,Notes
2335,Primary,Foundation,Southroyd Primary School,Littlemore Crescent,Pudsey,Leeds,LS28 8AT,422273,432497,0113 3783020,kathryn.austwick@pudseysouthroyd.leeds.sch.uk,https://www.pudseysouthroyd.leeds.sch.uk/,Ms K Prior,W,3,11,0.485,0.786,2,,16,,37,4,,,,,,,,
2414,Primary,Community,Spring Bank Primary School,Spring Road,,Leeds,LS6 1AD,428049,435734,0113 204 3120,hello@springbankprimary.org,http://www.springbankprimary.org/,Mr M Brawley,NW,4,11,0.352,0.436,,,16,,10,4,,,,,,,,
3363,Primary,Academy,"Ss Peter and Paul Catholic Primary School, Yeadon",Crofters Lea,New Road,Leeds,LS19 7HW,419782,440930,0113 323 0419,ssppyeadon@yahoo.co.uk,http://www.sspeterandpaulyeadon.co.uk,Mrs D Todd,NW,4,11,,,,,,,,,,,,,,,,
3367,Primary,Voluntary Aided,"St Anthony’s Catholic Primary School, Beeston",Barkly Road,,Leeds,LS11 7JS,428925,430670,0113 277 6944,l.leonard@stanthonysleeds.org.uk,http://www.stanthonysbeeston.ik.org,Ms L Leonard,S,4,11,,,,,,,,,,,,,,,,
3368,Primary,Voluntary Aided,"St Augustine’s Catholic Primary School, Harehills",St Wilfrid's Circus,,Leeds,LS8 3PF,432610,435438,0113 293 0350,sheila.hebbron@staugustinesleeds.org.uk,http://www.staugustinesleeds.org.uk,Mrs S O’Brien,E,3,11,,,,,,,,,,,,,,,,
3056,Primary,Community,St Bartholomew’s Church of England Primary School,Strawberry Lane,,Leeds,LS12 1SF,427449,433123,0113 263 9292,p.gavin@stbartsleeds.org.uk,http://www.st-bartholomews.leeds.sch.uk,Mrs P Gavin,W,3,11,0.249,2.051,,,42,,13,20,,,,,,,,
3365,Primary,Academy,St Benedict’s Catholic Primary School,Station Fields,Garforth,Leeds,LS25 1PS,440719,433395,0113 286 9819,admin@sbcps.bkcat.co.uk,http://www.st-benedicts.leeds.sch.uk,Mr K Flood,E,3,11,,,,,,,,,,,,,,,,
3315,Primary,Voluntary Aided,St Chad’s Church of England Primary School,Northholme Avenue,,Leeds,LS16 5QR,426572,437467,0113 274 7110,katy.dixon@stchadsprimary.net,ttp://www.st-chads.leeds.sch.uk,Ms H Pratten,NW,3,11,,,,,,,,,,,,,,,,
3358,Primary,Voluntary Aided,St Edward’s Catholic Primary School,Westwood Way ,Boston Spa,Leeds,LS23 6DL,442626,445547,0193 784 3946,headteacher@st-edwards.leeds.sch.uk,http://www.st-edwards.leeds.sch.uk/,Mrs J Burns,S,4,11,,,,,,,,,,,,,,,,
3362,Primary,Voluntary Aided,"St Francis Catholic Primary School, Morley",Highcliffe Road,Morley,Leeds,LS27 9LX,425838,427894,0113 323 0554,j.whitfield@stfrancismorley.org.uk,http://www.stfrancismorley.org.uk/,Mrs J Burns,S,4,11,,,,,,,,,,,,,,,,
3371,Primary,Voluntary Aided,"St Francis of Assisi Catholic Primary School, Beeston",Lady Pit Lane,,Leeds,LS11 6RX,429902,431473,0113 270 0978,catherine.cartwright@beeston-st-francisassisi.leeds.sch.uk,www.beeston-st-francisassisi.leeds.sch.uk,Mrs P M Holmes,S,3,11,,,,,,,,,,,,,,,,
3374,Primary,Voluntary Aided,"St Joseph’s Catholic Primary School, Hunslet",Joseph Street,,Leeds,LS10 2AD,431083,431825,0113 271 2093,c.richardson@stjosephscatholicprimary.org,http://www.hunslet-st-josephs.leeds.sch.uk,Miss C McHale,S,4,11,,,,,,,,,,,,,,,,
3360,Primary,Academy,"St Joseph’s Catholic Primary School, Otley",Manor Square,Otley,Leeds,LS21 3AP,420059,445658,0194 346 3840,c.knight@stjosephsotley.org,ttp://www.stjosephsotley.org.uk,Ms C Knight,NW,4,11,,,,,,,,,,,,,,,,
3361,Primary,Academy,"St Joseph’s Catholic Primary School, Pudsey",Mount Pleasant Road,Pudsey,Leeds,LS28 7AZ,422613,433778,0113 256 5407,a.ashworth@stjosephspudsey.org,http://www.stjosephspudsey.org,Ms A Ashworth,W,4,11,,,,,,,,,,,,,,,,
3366,Primary,Voluntary Aided,"St Joseph’s Catholic Primary School, Wetherby",Barleyfields Road,Wetherby,Leeds,LS22 6PR,440104,448729,0193 758 2163,office@stjosephswetherby.com,http://www.stjosephswetherby.com,Mr S Nicholson,NE,4,11,,,,,,,,,,,,,,,,
3359,Primary,Voluntary Aided,"St Mary’s Catholic Primary School, Horsforth",Broadgate Lane,Horsforth,Leeds,LS18 5AB,424325,438276,0113 258 4593,office@stmaryshorsforth.org,http://www.stmaryshorsforth.org/,Mr P Hughes,NW,4,11,,,,,,,,,,,,,,,,
3047,Primary,Community,St Mary’s Church of England Primary School,Clifford Road,Boston Spa,Leeds,LS23 6DB,443034,445276,0193 784 4395,admin@stmaryscofe.org.uk,http://www.stmaryscofe.org.uk,Mrs J Alexander,NE,4,11,0.524,0.805,,,11,,8,5,,,,,,,,
4601,Secondary,Academy,St Mary’s Menston Catholic Voluntary Academy,Bradford Road,,Leeds,LS29 6AE,418002,443071,0194 388 3000,admin@stmarysmenston.org,http://www.stmarysmenston.org/,Mr T Rothwell and Miss C Garrett,NW,11,18,,,,,,,,,,,,,,,,
3908,Primary,Voluntary Aided,St Matthew’s Church of England Primary School,Wood Lane,,Leeds,LS7 3QF,430214,437336,0113 268 1489,headteacher@St-Matthews.leeds.sch.uk,http://www.st-matthews.leeds.sch.uk,Ms H Lacey,NE,4,11,,,,,,,,,,,,,,,,
3375,Primary,Voluntary Aided,St Nicholas Catholic Primary School,Oakwood Lane,,Leeds,LS9 6QY,433726,435213,0113 293 0318,wrightm@stnicholasprimaryleeds.org.uk,http://www.stnicholasprimaryleeds.org.uk,Mr P Lawson,E,4,11,,,,,,,,,,,,,,,,
3350,Junior,Voluntary Aided,St Oswald’s Church of England Junior School,The Green ,Guiseley,Leeds,LS20 9BT,419418,441882,0194 387 3570,office@stoswaldsleeds.org,http://www.stoswaldsleeds.org,Mrs M F Woodall,NW,7,11,,,,,,,,,,,,,,,,
3382,Primary,Voluntary Aided,St Patrick’s Catholic Primary School,Torre Road,,Leeds,LS9 7QL,432224,433886,0113 248 0380,s.kneeshaw@stpatrickleeds.org.uk,http://www.stpatricksleeds.org.uk,Mrs S Kneeshaw,E,4,11,,,,,,,,,,,,,,,,
3378,Primary,Voluntary Aided,St Paul’s Catholic Primary School,Buckstone Crescent,,Leeds,LS17 5ES,429219,439603,0113 293 9901,school.office@stpaulscps.org.uk,http://www.stpaulscps.com,Mrs M A Cabry,NE,4,11,,,,,,,,,,,,,,,,
3911,Primary,Voluntary Aided,St Peter’s Church of England Primary School,Cormwell Street,,Leeds,LS9 7SG,431045,433904,0113 293 4411,liz.holliday@stpeterscofe.org.uk,http://www.stpeterscofe.org.uk,Mrs E Holliday,E,3,11,,,,,,,,,,,,,,,,
3379,Primary,Voluntary Aided,St Philip’s Catholic Primary School Middleton,St Philip's Avenue,,Leeds,LS10 3SL,429965,428251,0113 271 6763,headteacher@st-philips.org,http://www.st-philips.org,Mrs E Taylor,S,3,11,,,,,,,,,,,,,,,,
3385,Primary,Voluntary Aided,St Theresa’s Catholic Primary School,Barwick Road,,Leeds,LS15 8RQ,436207,435508,0113 293 0240,headteacher@st-theresas.leeds.sch.uk,http://www.st-theresas.leeds.sch.uk/,Mr J Hutchinson,E,3,11,,,,,,,,,,,,,,,,
3373,Primary,Voluntary Aided,St Urban’s Catholic Primary School,Tongue Lane,,Leeds,LS6 4QD,429085,438227,0113 293 4477,info@sturbans.co.uk,http://www.sturbans.co.uk,Miss T McStay,NW,4,11,,,,,,,,,,,,,,,,
2490,Primary,Community,Stanningley Primary School,Leeds and Bradford Road,Stanningley,Leeds,LS28 6PE,422989,434899,0113 255 7677,jackie.reid@stanningleyprimary.com,http://www.stanningleyprimary.com/,Mrs J Reid,W,3,11,0.288,0.222,1,,17,,11,1,,,,,,,,
3917,Primary,Foundation,Strawberry Fields Primary School,Lidgett Lane,Garforth,Leeds,LS25 1LL,440124,432813,0113 386 2490,info@sfpsch.org.uk,http://www.strawberryfields.leeds.sch.uk,Mrs R Janney,E,3,11,,,,,,,,,,,,,,,,
2491,Primary,Community,Summerfield Primary School,Intake Lane,,Leeds,LS13 1DQ,422904,435301,0113 205 7520,vickerj03@schoolslink.net,http://www.summerfieldprimary.co.uk,Mrs K Wittmann,W,3,11,0.444,0.831,1,,12,,5,12,,,,,,,,
4037,Secondary,Foundation,Swallow Hill Community College (Academy),Whingate Road,,Leeds,LS12 3DS,425948,433283,0113 263 0110,contactus@swallowhillcommunitycollege.org,http://www.swallowhillcommunitycollege.org/,Saira Luffman,W,11,18,,,,,,,,,,,,,63,2,44,
2468,Primary,Community,Swarcliffe Primary School,Swarcliffe Drive,,Leeds,LS14 5JW,436253,436187,0113 293 0275,headteacher@swarcliffeprimary.co.uk,http://www.swarcliffeprimary.co.uk,Mrs D Rankine,E,3,11,,,,,,,,,,,,,,,,
2328,Primary,Foundation,Swillington Primary School,Church Lane,Swillington,Leeds,LS26 8DX,438416,430514,0113 286 3220,SPSHeadTeacher@brigshawtrust.com,http://www.swillington.leeds.sch.uk/,Mrs S Elliott,E,3,11,,,,,,,,,,,,,,,,
2503,Primary,Community,Swinnow Primary School,Swinnow Road,,Leeds,LS13 4PG,423143,433842,0113 214 6080,info@swinnowprimary.com,http://swinnow.leedsschools.org,Mrs A Chin,W,3,11,0.308,0.433,,,14,,9,7,,,,,,,,
2432,Primary,Community,Talbot Primary School,East Moor Road,,Leeds,LS8 1AF,431892,438478,0113 293 4086,admin@talbotprimary.net,http://www.talbot.leeds.sch.uk,Mrs L Clay,NE,3,11,0.68,0.848,1,,31,,46,12,,,,,,,,
9999,Primary,Academy,Temple Learning Academy,"Pure Offices, 4100 Park Approach",Thorpe Arch,Leeds,LS15 8GB,#N/A,#N/A,0113 2645456,info@templelearningacademy.org,http://www.templelearningacademy.org/,Martin Fleetwood,E,4,16,,,,,,,,,,,,,,,,
4046,Secondary,Foundation,Temple Moor High School,Field End Grove,Selby Road,Leeds,LS15 0PT,435583,433486,0113 390 0770,contact@tmhs.co.uk,http://www.tmhs.co.uk,Mr M Fleetwood,E,11,18,,,,,,,,,,5,112,5,,6,82,
2465,Primary,Foundation,Templenewsam Halton Primary School (Foundation),Pinfold Lane,,Leeds,LS15 7SY,435373,433682,0113 293 0314,info@templenewsamhalton.leeds.sch.uk,http://www.templenewsamhalton.leeds.sch.uk/,Mrs K Patel,E,3,11,0.554,0.676,,,21,,23,14,,,,,,,,
3044,Primary,Community,Thorner Church of England Primary School,Kirkhills,Thorner ,Leeds,LS14 3JD,438241,440549,0113 289 2541,office@thornerschool.org.uk,http://www.thorner.leeds.sch.uk,Mrs Whawell,NE,4,11,,,,,,,,,,,,,,,,
2312,Primary,Community,Thorpe Primary School,Dolphin Lane,Thorpe,Wakefield,WF3 3DG,431438,426527,0113 336 8760,jeannette.mccormack@thorpe.leeds.sch.uk,http://www.thorpe.leeds.sch.uk,Mr S McCarthy,S,3,11,0.204,,,,22,,8,,,,,,,,,
2348,Primary,Foundation,Tranmere Park Primary School,"Ridge Close, Tranmere Park",Guiseley,Leeds,LS20 6JJ,418069,441733,0194 387 5050,secretary@tranmerepark.leeds.sch.uk,http://www.tranmerepark.leeds.sch.uk,Mrs K Finley,NW,4,11,0.264,,1,,32,,12,,,,,,,,,
3928,Primary,Community,Valley View Community Primary School,Coal Hill Drive,Rodley,Leeds,LS13 1DD,422593,435580.4,0113 255 4972,office@valleyviewschool.org.uk,http://www.valleyview-pri.leeds.sch.uk,Mrs S Griggs,W,4,11,0.752,0.408,,,38,,18,4,,,,,,,,
2454,Primary,Academy,Victoria Primary Academy,Ivy Avenue,,Leeds,LS9 9ER,432906,433851,0113 248 2449,victoria-primary.eschools.co.uk,http://www.victoria-pri.leeds.sch.uk,Mrs A Carrick,E,3,11,0.443,0.391,,,35,,23,2,,,,,,,,
2421,Primary,Foundation,Weetwood Primary School,Weetwood Lane,,Leeds,LS16 5NW,427550,437083,0113 336 8040,kmason@weetwoodprimary.co.uk,http://www.weetwoodschool.co.uk,Mrs T Wyatt,NW,3,11,0.247,,2,,17,,10,,1,,,,,,,
2364,Primary,Community,Westbrook Lane Primary School,Westbrook Lane,Horsforth,Leeds,LS18 5AH,423681,439042,0113 258 7913,info@westbrooklane.leeds.sch.uk,http://www.westbrooklaneprimaryschool.co.uk/,Mrs A Turner (Acting),NW,4,11,0.587,0.348,,,15,,14,1,,,,,,,,
2297,Primary,Community,Westerton Primary School,Hesketh Lane,Tingley,Wakefield,WF3 1AR,427853,425395,0113 253 3504,office@westerton.org.uk,http://www.westerton.leeds.sch.uk,Mrs S Makin,S,3,11,0.824,0.892,1,,40,,25,24,,,,,,,,
2403,Primary,Community,Westgate Primary School,Scarborough Road,Otley,Leeds,LS21 3JS,419646,445273,0194 346 2349,info@westgateprimary.co.uk,http://www.westgateprimary.co.uk,Ms H R Carpenter,NW,3,11,0.879,0.794,1,1,9,,18,1,,,,,,,,
2478,Primary,Community,Westwood Primary School (Foundation),Bodmin Garth,,Leeds,LS10 4NU,429365,427958,0113 271 2420,Westwood@westwoodandclapgate.org,http://www.westwood.leeds.sch.uk,Mrs Z Adams,S,3,11,0.399,0.658,,,20,,14,6,,,,,,,,
4111,Secondary,Foundation,Wetherby High School (Foundation),Hallfield Lane,Wetherby,Leeds,LS22 6JS,440756,448333,0193 752 2500,office@wetherbyhigh.co.uk,http://www.wetherbyhigh.co.uk,Ms A K Barnes,NE,11,18,,,,,,,,,,,,,,,46,
3045,Primary,Community,Wetherby St James’ Church of England Primary School,Hallfield Lane,Wetherby,Leeds,LS22 6JS,440881,448500,0193 758 3379,stjames@aol.com,http://wetherbystjames.schooljotter2.com/,Mr D Walsh,NE,3,11,,,,,,,,,,,,,,,,
2493,Primary,Community,Whingate Primary School,Whingate Road,,Leeds,LS12 3DS,426193,433126,0113 263 8910,secretary@whingate.com,http://www.whingate.leeds.sch.uk,Mr S Myers,W,3,11,,,,,,,,,,,,,,,,
3912,Primary,Voluntary Aided,Whinmoor St Paul’s Church of England Primary School,Whinmoor Crescent,,Leeds,LS14 1EG,435417,437957,0113 265 7250,secretary@whinmoorstpauls.co.uk,http://www.whinmoorstpauls.co.uk,Mrs S Storey,E,3,11,,,,,,,,,,,,,,,,
2456,Primary,Foundation,White Laith Primary School,Naburn Drive,,Leeds,LS14 2BL,436059,437348,0113 293 0280,secretary@whitelaith.leeds.sch.uk,http://www.whitelaith.leeds.sch.uk,Mrs N Sheerin,E,3,11,,,,,,,,,,,,,,,,
2494,Primary,Community,Whitecote Primary School,Wellington Grove,,Leeds,LS13 2LQ,424627,435759,0113 216 4800,office@whitecote.co.uk,http://www.whitecote.leeds.sch.uk,Ms K Allan,W,3,11,0.362,0.288,1,,30,,27,2,,,,,,,,
2466,Primary,Foundation,Whitkirk Primary School,Templegate Walk,,Leeds,LS15 0EU,435969,433154,0113 260 6203,headteacher@whitkirk.leeds.sch.uk,http://www.whitkirk.org/,Mr S Clark,E,4,11,0.476,1.305,,,24,,12,24,,,,,,,,
2390,Primary,Community,Wigton Moor Primary School,Barfield Crescent,,Leeds,LS17 8RU,431854,440111,0113 268 2341,office@wigtonmoor.leeds.sch.uk,http://www.wigtonmoor.leeds.sch.uk,Mrs Bown,NE,4,11,0.607,,,,31,,29,,,,,,,,,
2471,Primary,Community,Windmill Primary School,Windmill Road,,Leeds,LS10 3HQ,431035,429587,0113 271 2115,lisalockey@musicfederation.co.uk,http://www.musicfederation.co.uk,Mrs S Sumpner,S,4,11,,,,,,,,,,,,,,,,
4105,Secondary,Academy,Woodkirk Academy,Rein Road,Tingley,Leeds,WF3 1JQ,427441,425968,0113 887 3600,headteacher@woodkirk.leeds.sch.uk,http://www.woodkirkacademy.co.uk,Mr J B White,S,11,18,,,,,,,,,,,,,,,,
2008,Primary,Academy,Woodlands Primary Academy,Foundry Place,,Leeds,LS9 6DA,432643,435163,0113 240 7382,office@woodlands.leeds.sch.uk,http://www.woodlands.coop,Mr C Walton,E,3,11,,,,,,,,,,,,,,,,
2314,Primary,Community,Woodlesford Primary School,Church Street,Woodlesford,Leeds,LS26 8RD,436497,429133,0113 393 4416,info@woodlesford.leeds.sch.uk,http://www.woodlesford.leeds.sch.uk,Robin Scott,S,3,11,0.555,1.299,2,,27,,11,19,1,,,,,,,
2457,Primary,Community,Wykebeck Primary School,Brander Street,,Leeds,LS9 6QH,433640,434593,0113 249 1525,amy.lavin@wykebeckprimary.co.uk,http://www.wykebeck.leeds.sch.uk/,Ms J Millington,E,3,11,,,,,,,,,,,,,,,,
2358,Infant,Foundation,Yeadon Westfield Infant School,Westifield Grove ,Yeadon,Leeds,LS19 7NQ,419745,440827,0113 250 5449,head@westfieldinfants.co.uk,http://westfieldinfants.co.uk,Ms Lowry,NW,3,7,,,,,,,,,,,,,,,,
2324,Junior,Foundation,Yeadon Westfield Junior School,New Road,Yeadon,Leeds,LS19 7HQ,419894,440961,0113 250 3395,office@yeadonwestfieldjuniorschool.co.uk,http://www.yeadonwestfield-jun.leeds.sch.uk,Ms Piotrowicz,NW,7,11,,,,,,,,,,,,,,,,
